translation,selected_choice
早春三月，江水汹涌，经过三峡中的月峡。,春水月峡来
茱萸想进香袋冒充香草。,樧又欲充夫佩帏
火红的石榴花开满山村。,榴花忽已繁
汉朝的扬雄与司马相如虽然文章中兴。,扬马激颓波
宁戚报国无门，在桓公门前唱小曲。,听曲知甯戚
碧绿的荷花生长在幽静的泉水边。,碧荷生幽泉
往往当破晓的残月对着帘幕、状如弯弓挂在天边时，还在伏案疾书。,晓月当帘挂玉弓
西汉的扬雄读书写字的贫穷住所。,杨子谈经所
不希望它被用来报复个人小怨。,不愿报小怨
暂时分手希望你们不要踌躇。,暂时分手莫踌躇
拿着葫芦买酒准备与我畅饮。,酤酒携胡芦
想辨认却又不成字。,欲辨不成书
太阳余晖在远山中间慢慢消失。,流光灭远山
早晨的江岸边红红的太阳当空朗照。,朝出沙头日正红
挥镰就好象转动弯月。,挥镰若转月
风姑娘还精心地打扮这些花朵，给它们穿上了红的，白的，粉红的衣服，白的如雪，红的如胭，真是艳丽无比，将春天装点的万紫干红，灿烂生辉。,颜色又染燕脂牢
水中陆地与沙滩岸边被皑皑白雪覆盖住，一片银白，无法分清。,沙汀望莫分
北边是巍峨的钟山。,钟山对北户
游海滨听渔歌唱晚。,渔歌游海滨
身上穿着文皇旧时赏赐的衣服。,身著文皇旧赐衣
皇帝的废立已经不按天之常道。,亡新乱天经
晚间瀑布飞流直下与晚霞流云相接的辽阔壮观景象，真是如诗如歌，自然如画。,晚来云一色，诗句自成图。
一觉醒来，满树梨花落在绿色的园地上。,觉后梨花委平绿
蟋蟀羽翼开始长成，居穴之壁。,蟋蟀莫相催
想去瞻仰却没有过河的轻舟。,欲往无轻舟
中原人民在胡人压迫下眼泪已流尽。,遗民泪尽胡尘里
前年攻破楼兰国。,前年斩楼兰
水似青龙盘绕着石堤。,水作青龙盘石堤
那心中的遗憾与悔恨该有多少呢？,前日龙山如梦中
竹根酒杯被锁起，无人再把酒来吃。,山杯锁竹根
崔明府乘凫忽去将依何地？,双凫忽去定何依
燕山顶上新月如钩。,燕山月似钩
偶奏超俗拔群的雅音。,琴上偶然音
生活当中身上包裹着粗衣劣布。,粗缯大布裹生涯
今日花，娇艳欲滴。,今日花正好
天气渐凉，促织鸣声四起，催促妇女赶制裘衣。,小虫催女献功裘
总是在不停的征战。,百战一身在
白天登山观察报警的烽火台。,白日登山望烽火
凸突劲节常对生。,劲节常对生
花开了草都长了出来。,花落草齐生
夜风拂过带来阵阵杜若香。,风起遥闻杜若香
行动和止息都要看好天气和地形。,动息在风水
天气寒冷的冬日白天短，工程进展却越发迅速。,天寒日短工役急
字字珠玑，摆满你的面前。,盈前尽珠玑
拂晓的残月很近地挨着窗子，天上的银河向西低垂，仿佛要从门户中流入。,晓月临窗近，天河入户低。
感激你一诺千金，纵横驰骋，两无猜疑。,感激一然诺，纵横两无疑。
害羞得没有露出过笑脸。,羞颜未尝开
孤独地守贞操迎接腊尾岁寒。,独守孤贞待岁寒
幸喜我能低声吟诵，和梅花亲近。,幸有微吟可相狎
日南边防重镇，古宣城历史悠久。,日南藩郡古宣城
主人家住东边肥沃水田地。,主人东皋上
小溪裏的溪水平静的就像一面镜子一样，忽然刮起裏一阵风。,小溪清水平如镜
却不是京城的尘埃所为。,非为帝京尘
孤舟漂游还要走一日路程。,犹是孤帆一日程
回乡迎来纥那披绿罗。,回入纥那披绿罗
八月的浙江就等待你这支枚乘的生花妙笔去揽胜。,八月枚乘笔
原来是宫人们在玩着扣彩毯为游戏。,天人弄彩球
春风过处苗麦摇摆，堤上杨柳依依。,著麦苗风柳映堤
大鹏奋飞啊振过八方。,大鹏飞兮振八裔
在一个凄清的深秋，枫叶漂浮于江水之上，这时一阵西风吹来，漫山的树木发出萧萧之声，闻见此景。,枫叶千枝复万枝
马上一个多情看树的老人。,多情立马人
秋月与我作伴绕舱的秋水凄寒。,绕船月明江水寒
我从军十多年了。,从军十年余
屋里，白发已先为远客伴愁而生。,白发先从远客生
不禁回忆起昔日林壑间的游眺。,林壑忆游眺
月夜里环佩叮当是昭君归魂。,环佩空归夜月魂
炼铜工人在明月之夜，一边唱歌一边劳动，他们的歌声响彻了寒峭的山谷。,赧郎明月夜，歌曲动寒川。
远望草色依稀连成一片，近看时却显得稀疏零星。,草色遥看近却无
夫人长眉凝翠绿，神寿长久几千年。,长眉凝绿几千年
在点点灯火下写下了秋声。,蝇头灯下写秋声
你去时大雪盖满了天山路。,去时雪满天山路
我这个一介书生何其幸运。,何幸一书生
整夜里刮着瑟瑟寒风。,一夕生秋风
我的杀敌之气直冲霄汉。,雄气堂堂贯斗牛
腾飞跳跃精良好马有三万匹。,腾骧磊落三万匹
更何况皇宫内的金盘宝器。,况闻内金盘
告老归隐住在那江湖边。,归老江湖边
无人知道是南方送了荔枝鲜果来。,无人知是荔枝来
乘月色唱着歌荡桨而归。,沿月棹歌还
水中的雕胡米就像包裹在绿盘里。,乱系青菰裹绿盘
夺取他的妻子洛嫔？,而妻彼雒嫔
每天痛快地饮酒狂歌白白消磨日子。,痛饮狂歌空度日
雨雪纷纷笼罩着无边的沙漠。,雨雪纷纷连大漠
一年多来那停泊秣陵画舫行舟让人想念。,年来肠断秣陵舟
只有它经过了一年辛勤耕耘的老牛，闲适地躺在山坡上。,老牛粗了耕耘债
如果我不做这边城的将领。,不作边城将
那艘庞大的战船就像一根羽毛一样轻。,艨艟巨舰一毛轻
过去和您不相识。,畴昔未识君
我坐看天空中浓密的乌云含着雨水喷洒在前方的山峦上。,坐看黑云衔猛雨
心中郁闷，我放下杯筷不愿进餐。,停杯投箸不能食
人不理解按剑而恐推而拒之。,按剑恐相距
记得当年朝上，雉尾扇开合如同祥云移回。,云移雉尾开宫扇
清爽的南风自然地吹来，而不用蒲葵扇子扇。,南风不用蒲葵扇
只因为良辰美景难以再回来。,绝景良时难再并
这使得今日的月色显得与往日格外地不同了。,才有梅花便不同
诸侯接踵而至剑佩叮当撞磨。,诸侯剑佩鸣相磨
自己到处漂泊像什么呢。,飘飘何所似
农夫们荷锄回到了村里。,田夫荷锄立
如同在长安百万人家。,长安百万家
这一千古悲剧使我伤情。,千春伤我情
航行江上的孤舟生怕遇上风雨。,孤舟江上畏春寒
只见长江不断地一直运输着流水。,但见长江送流水
早就听说大禹乘着四种交通工具治理水患，开凿石壁。,早知乘四载
一阵风吹开了水面的浮萍，现出了山的倒影。,浮萍破处见山影
楚人自来喜爱登高，抒发心中的烦闷。,楚人自古登临恨
屋瓦就是箭头，纷纷飞向敌方！,屋瓦乱飞如箭镞
清冷的烟雾笼罩着衰败的树丛。,冷烟轻澹傍衰丛
三苗国在水的尽头。,水穷三苗国
九死一生到达这被贬官所。,十生九死到官所
她的丈夫骑一匹青白相间的骏马，马具镶嵌着珍贵的美玉。,良人玉勒乘骢马
只听见猿猴在夜色里的鸣叫。,噭噭夜猿鸣
回头看看我走过的里程，也只能叫我潸然出涕。,还望独潸然
举头仿佛可以将日月攀缘。,仰攀日月行
会稽愚妇看不起贫穷的朱买臣。,会稽愚妇轻买臣
身穿苎麻布衣衫鬓发干涩又枯焦。,麻苎衣衫鬓发焦
在路途的马上渡过晚春的寒食节。,马上逢寒食，愁中属暮春。
才从军便作汉朝的羽林郎。,出身仕汉羽林郎
当即吩咐随从灭尽红烛，纯任得得马蹄，踏着一路月色归去，方见得歌舞虽散，而余兴未尽！,待踏马蹄清夜月
我想去游名山大川。,愿游名山去
孔巢父摇头不住长安。,巢父掉头不肯住
两岸青山不断向后移行。,青山两岸移
让我们干杯吧，把酒喝光！,怀古醉馀觞
谁想到山林隐逸的高人。,谁知林栖者
这次远离家乡游历，不是为了口舌之贪。,此行不为鲈鱼鲙
而人命奄忽，一旦死去，就再没有醒来的时候。,露晞明朝更复落，人死一去何时归。
光胜过台阶边的光亮。,光言砌月馀
亲自躬耕于陇亩之中。,陇亩躬自耕
红梅经历了风雪，身上还有雪的痕迹。,犹余雪霜态
如今见到的已不是澄观苦心经营所建。,澄观所营今已换
素席上已不见她柔美的体肤。,玉簟失柔肤
我却无法带着它前往边关赴边杀敌。,未须携去斩楼兰
拿起马缰绳，绊动它的马足，它却只挪动四蹄，歪歪倒倒，那可不是要飞跃的本意啊。,绊之欲动转欹侧，此岂有意仍腾骧。
衰颓满心偏又暂停了浇愁的酒杯。,潦倒新停浊酒杯
凭什么相信老板的话是真？,何用知其真
孔明真不愧有管仲和乐毅的才干。,管乐有才原不忝
落花好似有情意，飘来荡去，紧随船儿朝前流。,落花如有意，来去逐船流。
家家户户各自关上了柴门。,各已闭柴门
这位老人家七十岁了仍然在卖酒。,老人七十仍沽酒
傍晚起风了，风助浪势，不断地催送着那些船。,风摇落日催行棹
莽莽苍苍的树木，终日不散的烟云，使三峡显得阴霾沉沉。,万树苍烟三峡暗
尘世的事拉开缠绕没有停止过。,尘网牵缠卒未休
横眉怒对那些丧尽天良、千夫所指的人，俯下身子甘愿为老百姓做孺子牛。,横眉冷对千夫指，俯首甘为孺子牛。
在水上轻盈地踏着微月。,水上轻盈步微月
因为常年病痛无法出行。,坐使年病侵
徐知道被自己部下所杀。,自及枭獍徒
丘陵在平原上陡然显现。,丘陵徒自出
透明的绿水中映着一轮素净的明月。,渌水净素月
枝丫上的花朵繁多的让人叫不出名字。,山花不辨名
早开的花朵调落净尽辜负了大好春风。,落尽东风第一花
它们飞着飞着，直至夜深而息。,流萤飞复息
战舰森森地站满了彪虎之士。,战舰森森罗虎士
鹦鹉悠闲地啄食金桃。,鹦鹉啄金桃
落入酒杯中就自然消融。,入酒即消融
月儿落下杜鹃也不再啼叫。,月落子规歇
谁就觉得府第屏障增加光辉。,始觉屏障生光辉
树阴下老早以前就长满绿苔。,阴生古苔绿
返回故乡的路是如此崎岖萧条。,归路但萧条
言论谈吐意气风发。,议论亦英发
还是和我一起向李、杜学习，在诗歌的广阔天地中高高飞翔吧。,乞君飞霞佩，与我高颉颃。
斜月慢慢下沉藏在海雾里。,斜月沉沉藏海雾
她好像是在与人说着什么，其实她是在自言自语。,碧纱如烟隔窗语
身上的宝剑在黯淡的夜色中反射出如水的寒光。,宝剑黯如水
雨滴掉下来落进土地。,雨落入地中
春困时节连梳洗都懒的动了。,春困着人倦梳洗
登高远望，长安城中房舍叠嶂，草色闲闲。,却望千门草色闲
白发苍苍的于公是大梁的野老隐逸。,于公白首大梁野
与君对比，欢赏不已，于是放歌高吟直到天明。,与君对此欢未歇，放歌行吟达明发。
身在曲折的黄河我抚掌而笑。,抚掌黄河曲
太白金星白昼经天。,太白昼经天
洛阳城里，花儿已经开得如雪一般铺天盖地。,洛阳城里花如雪
老大时就会徒然伤悲的。,老去徒伤悲
闻得有人来，就警觉地飞入芦苇丛中。,见人惊起入芦花
不要学许由用颍水洗耳。,有耳莫洗颍川水
出山回望山中景色，树木都笼罩着烟云，一片模糊。,出山回望云木合
反而是不会说话的鸿雁。,却是归鸿不能语
好友相别实在是令人伤悲。,离别自堪悲
暮春三月一连下了几夜的大雪。,三月雪连夜
成群的萤虫飞绕在梁国宫殿周旁。,湿萤满梁殿
尽管有许多别的姑娘身上穿着齐地出产的精美绸缎做成的衣服，却并不值得世人看重，唯有这采菱女的一曲歌才值千金。,齐纨未是人间贵，一曲菱歌敌万金。
宴席已散，粉雕玉琢的花儿也开始蔫败萎凋。,嫣红落粉罢承恩
说是无晴但是还有晴。,道是无晴却有晴
希望经常侍奉佛像。,常愿奉金仙
元和皇帝很关心农桑，由于他体恤下民，天降吉祥。,元和天子忧农桑，恤下动天天降祥。
天亮时分，我老到了日观峰，举手就可以扣开云关。,平明登日观，举手开云关。
山河大地都沐浴在它的光辉之下，这等快乐，不必非要在中秋才有。,山河大地拥清辉，赏心何必中秋节。
在白云之中捡青槐枝。,白云堆里捡青槐
因此命名此山为五松山。,因名五松山
嘉陵江水色像什么。,嘉陵江色何所似
江山各处保留的名胜古迹。,江山留胜迹
山色灰暗仿佛已经听到了隆隆的雷声。,山暗已闻雷
大丈夫志在四方。,丈夫四方志
我却早已白发盈巾，满头霜雪，变成皤然衰翁。,盈巾霜雪我成翁
但细微的心声被封闭在心里。,希声閟大朴
半夜醒来照明的红蜡快燃尽。,夜半醒来红蜡短
世间没有比这更痛苦的。,世间无最苦
凉爽的风里夹杂着欢声笑语。,风含笑语凉
谁知离长安归隐之因？,世人那得知其故
禅房掩映在繁茂的花木丛中。,禅房花木深
要知道这江楼水光相接的风景，和去年所见一样幽美一样轻柔。,风景依稀似去年
引我远思那锦江之波。,远逗锦江波
顺流洄旋岂能由自己作主？,沿洄安得住
想到即将跨马奔赴沙场杀敌报国，战士们个个豪情满怀。,欲饮琵琶马上催
探踪觅迹寻得二老。,玄踪得二老
虽然道德崇高却无人理解。,道屈善无邻
它却还是不承认自己的色彩很红艳。,未肯十分红
